ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Trebaseleghe;;;;;;;;;;;;;
Coordinata X 1735991 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5054349 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 23 m s.l.m.;;;;;;;;;;;;;
Parametro Precipitazione (mm) somma;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2022;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Somma
;;;;;;;;;;;;;annuale
1994;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2014;0;2;0;0;0;0;0;0;0;0;0;0;
2015;0;0;0;0;0;0;0;0;0;0;0;0;
2016;0;0;0;0;0;0;0;0;0;0;0;0;
2017;0;0;0;0;0;0;0;0;0;0;0;0;
2018;0;0;0;0;0;0;0;0;0;0;0;0;
2019;0;0;0;0;0;0;0;0;0;0;0;0;
2020;0;0;0;0;0;0;0;0;0;0;0;0;
2021;0;0;0;0;0;0;0;0;0;0;0;0;
2022;0;0;0;1;2;0;0;0;0;0;0;0;
;;;;;;;;;;;;;
Bollettino elaborato il 20 febbraio 2023;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei giorni piovosi pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Trebaseleghe;;;;;;;;;;;;;
Coordinata X 1735991 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5054349 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 23 m s.l.m.;;;;;;;;;;;;;
Parametro Precipitazione (giorni piovosi);;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2022;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Somma
;;;;;;;;;;;;;annuale
1994;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1995;>>;>>;>>;>>;>>;>>;>>;11;10;1;1;12;35
1996;8;6;3;11;12;7;7;11;12;11;14;10;112
1997;9;1;2;3;7;12;9;6;3;3;9;8;72
1998;7;0;2;17;9;9;4;5;11;10;3;3;80
1999;4;3;7;12;8;11;8;6;5;7;10;6;87
2000;0;1;7;5;11;9;9;6;8;10;16;9;91
2001;16;2;13;10;10;7;8;6;9;5;6;0;92
2002;1;6;2;6;12;8;10;8;9;8;12;9;91
2003;6;1;0;6;4;9;6;2;9;8;7;9;67
2004;4;9;7;11;14;9;4;7;3;11;9;11;99
2005;0;1;2;10;6;7;9;13;7;10;7;10;82
2006;4;11;7;8;5;3;4;11;4;3;5;7;72
2007;3;8;7;1;6;8;5;10;7;6;4;5;70
2008;8;4;9;14;12;12;6;8;6;4;11;11;105
2009;11;6;8;12;4;11;6;5;3;6;12;9;93
2010;8;9;8;10;13;7;7;6;8;9;11;13;109
2011;6;4;8;4;4;11;11;1;5;5;5;5;69
2012;2;4;3;14;11;6;5;5;10;7;8;7;82
2013;12;9;19;4;13;8;3;8;4;10;8;5;103
2014;15;15;5;7;11;7;15;11;10;5;14;9;124
