ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Colognola ai Colli;;;;;;;;;;;;;
Coordinata X 1673957 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5032591 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 34 m s.l.m.;;;;;;;;;;;;;
Parametro Precipitazione (mm) somma;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2022;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Somma
;;;;;;;;;;;;;annuale
1994;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1995;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1996;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1997;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1998;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1999;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2000;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2001;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2002;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2003;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2004;>>;>>;34.4;110.8;68.4;89;68.8;50.2;90.8;122.8;103.4;67.4;806
2005;3;1.2;36;105.8;105;37;241.6;200;57.6;140;106.2;51.4;1084.8
2006;33.4;65;30.2;63.8;104.6;11;24.8;139.2;103;12.4;33.6;49.6;670.6
2007;17.6;43;83.6;0.6;71.8;81;31;33.2;57.8;34.8;68.2;10;532.6
2008;66.8;24.6;40;90;70.8;74.4;47.8;29.2;62.4;36.6;126;172.8;841.4
2009;65.8;60;108.4;118.6;5.6;54.2;69.8;18.4;55.4;31.8;67;89.6;744.6
2010;43.2;116;49.4;33.6;90.8;96.8;57.8;117.2;127.6;127.6;205.4;164.4;1229.8
2011;59.8;66.8;127;12.2;37.4;94.4;68.8;5.6;46.8;99.2;68;34.8;720.8
2012;10.2;21.2;0;95.4;104.4;15.4;44.2;13.6;88.6;112.2;153.4;54.6;713.2
2013;117.2;48.2;167.8;88;275.6;43;29;76.4;45.8;99;102.6;32.8;1125.4
