ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Verona - Parco Adige Nord;;;;;;;;;;;;;
Coordinata X 1652782 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5036169 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 67 m s.l.m.;;;;;;;;;;;;;
Parametro Precipitazione (mm) somma;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2022;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Somma
;;;;;;;;;;;;;annuale
1994;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1995;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1996;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1997;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1998;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
1999;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2000;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2001;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2002;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2003;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2004;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2005;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2006;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2007;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2008;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>;>>
2009;>>;0.4;103.4;86.8;5;58.6;71;12.6;51.2;50;89.4;101.2;629.6
2010;42.6;81.8;41;50.2;84.4;162.2;15;165;112.8;128;212.6;126;1221.6
2011;42.4;59.2;86;8.4;35.8;148.8;74;8.6;101;108.6;66.4;32;771.2
2012;17;19;1.8;99.2;85;30;46;43.6;151.8;97.8;193;68.6;852.8
2013;87.8;52.2;155.6;127.6;260.2;89.8;69.6;70.2;44.4;90.8;82.8;48.6;1179.6
2014;173.2;165.4;47.8;64.8;49.8;122.2;218;194.4;66.4;36.4;167;70.8;1376.2
