date,TMIN,TMED,TMAX
1991-05-30,,,
1991-05-31,,,
1991-06-01,,,
1991-06-02,,,
1991-06-03,,,
1991-06-04,,,
1991-06-05,,,
1991-06-06,,,
1991-06-07,,,
1991-06-08,,,
1991-06-09,,,
1991-06-10,,,
1991-06-11,,,
1991-06-12,,,
1991-06-13,,,
1991-06-14,,,
1991-06-15,,,
1991-06-16,,,
1991-06-17,,,
1991-06-18,,,
1991-06-19,,,
1991-06-20,,,
1991-06-21,,,
1991-06-22,,,
1991-06-23,,,
1991-06-24,,,
1991-06-25,,,
1991-06-26,,,
1991-06-27,,,
1991-06-28,,,
1991-06-29,,,
1991-06-30,,,
1991-07-01,,,
1991-07-02,,,
1991-07-03,,,
1991-07-04,,,
1991-07-05,,,
1991-07-06,,,
1991-07-07,,,
1991-07-08,,,
1991-07-09,,,
1991-07-10,,,
1991-07-11,,,
1991-07-12,,,
1991-07-13,,,
1991-07-14,,,
1991-07-15,,,
1991-07-16,,,
1991-07-17,,,
1991-07-18,,,
1991-07-19,,,
1991-07-20,,,
1991-07-21,,,
1991-07-22,,,
1991-07-23,,,
1991-07-24,,,
1991-07-25,,,
1991-07-26,,,
1991-07-27,,,
1991-07-28,,,
1991-07-29,,,
1991-07-30,,,
1991-07-31,,,
1991-08-01,,,
1991-08-02,,,
1991-08-03,,,
1991-08-04,,,
1991-08-05,,,
1991-08-06,,,
1991-08-07,,,
1991-08-08,,,
1991-08-09,,,
1991-08-10,,,
1991-08-11,,,
1991-08-12,,,
1991-08-13,,,
1991-08-14,,,
1991-08-15,,,
1991-08-16,,,
1991-08-17,,,
1991-08-18,,,
1991-08-19,,,
1991-08-20,,,
1991-08-21,,,
1991-08-22,,,
1991-08-23,,,
1991-08-24,,,
1991-08-25,,,
1991-08-26,,,
1991-08-27,,,
1991-08-28,,,
1991-08-29,,,
1991-08-30,,,
1991-08-31,,,
1991-09-01,,,
1991-09-02,,,
1991-09-03,,,
1991-09-04,,,
1991-09-05,,,
1991-09-06,,,
1991-09-07,,,
1991-09-08,,,
1991-09-09,,,
1991-09-10,,,
1991-09-11,,,
1991-09-12,,,
1991-09-13,,,
1991-09-14,,,
1991-09-15,,,
1991-09-16,,,
1991-09-17,,,
1991-09-18,,,
1991-09-19,,,
1991-09-20,,,
1991-09-21,,,
1991-09-22,,,
1991-09-23,,,
1991-09-24,,,
1991-09-25,,,
1991-09-26,,,
1991-09-27,,,
1991-09-28,,,
1991-09-29,,,
1991-09-30,,,
1991-10-01,,,
1991-10-02,,,
1991-10-03,,,
1991-10-04,,,
1991-10-05,,,
1991-10-06,,,
1991-10-07,,,
1991-10-08,,,
1991-10-09,,,
1991-10-10,,,
1991-10-11,,,
1991-10-12,,,
1991-10-13,,,
1991-10-14,,,
1991-10-15,,,
1991-10-16,,,
1991-10-17,,,
1991-10-18,,,
1991-10-19,,,
1991-10-20,,,
1991-10-21,,,
1991-10-22,,,
1991-10-23,,,
1991-10-24,,,
1991-10-25,,,
1991-10-26,,,
1991-10-27,,,
1991-10-28,,,
1991-10-29,,,
1991-10-30,,,
1991-10-31,,,
1991-11-01,,,
1991-11-02,,,
1991-11-03,,,
1991-11-04,,,
1991-11-05,,,
1991-11-06,,,
1991-11-07,,,
1991-11-08,,,
1991-11-09,,,
1991-11-10,,,
1991-11-11,,,
1991-11-12,,,
1991-11-13,,,
1991-11-14,,,
1991-11-15,,,
1991-11-16,,,
1991-11-17,,,
1991-11-18,,,
1991-11-19,,,
1991-11-20,,,
1991-11-21,,,
1991-11-22,,,
1991-11-23,,,
1991-11-24,,,
1991-11-25,,,
1991-11-26,,,
1991-11-27,,,
1991-11-28,,,
1991-11-29,,,
1991-11-30,,,
1991-12-01,,,
1991-12-02,,,
1991-12-03,,,
1991-12-04,,,
1991-12-05,,,
1991-12-06,,,
1991-12-07,,,
1991-12-08,,,
1991-12-09,,,
1991-12-10,,,
1991-12-11,,,
1991-12-12,,,
1991-12-13,,,
1991-12-14,,,
1991-12-15,,,
1991-12-16,,,
1991-12-17,,,
1991-12-18,,,
1991-12-19,,,
1991-12-20,,,
1991-12-21,,,
1991-12-22,,,
1991-12-23,,,
1991-12-24,,,
1991-12-25,,,
1991-12-26,,,
1991-12-27,,,
1991-12-28,,,
1991-12-29,,,
1991-12-30,,,
1991-12-31,,,
1992-01-01,,,
1992-01-02,,,
1992-01-03,,,
1992-01-04,,,
1992-01-05,,,
1992-01-06,,,
1992-01-07,,,
1992-01-08,,,
1992-01-09,,,
1992-01-10,,,
1992-01-11,,,
1992-01-12,,,
1992-01-13,,,
1992-01-14,,,
1992-01-15,,,
1992-01-16,,,
1992-01-17,,,
1992-01-18,,,
1992-01-19,,,
1992-01-20,,,
1992-01-21,,,
1992-01-22,,,
1992-01-23,,,
1992-01-24,,,
1992-01-25,,,
1992-01-26,,,
1992-01-27,,,
1992-01-28,,,
1992-01-29,,,
1992-01-30,,,
1992-01-31,,,
1992-02-01,,,
1992-02-02,,,
1992-02-03,,,
1992-02-04,,,
1992-02-05,,,
1992-02-06,,,
1992-02-07,,,
1992-02-08,,,
1992-02-09,,,
1992-02-10,,,
1992-02-11,,,
1992-02-12,,,
1992-02-13,,,
1992-02-14,,,
1992-02-15,,,
1992-02-16,,,
1992-02-17,,,
1992-02-18,,,
1992-02-19,,,
1992-02-20,,,
1992-02-21,,,
1992-02-22,,,
1992-02-23,,,
1992-02-24,,,
1992-02-25,,,
1992-02-26,,,
1992-02-27,,,
1992-02-28,,,
1992-02-29,,,
1992-03-01,,,
1992-03-02,,,
1992-03-03,,,
1992-03-04,,,
1992-03-05,,,
1992-03-06,,,
1992-03-07,,,
1992-03-08,,,
1992-03-09,,,
1992-03-10,,,
1992-03-11,,,
1992-03-12,,,
1992-03-13,,,
1992-03-14,,,
1992-03-15,,,
1992-03-16,,,
1992-03-17,,,
1992-03-18,,,
1992-03-19,,,
1992-03-20,,,
1992-03-21,,,
1992-03-22,,,
1992-03-23,,,
1992-03-24,,,
1992-03-25,,,
1992-03-26,,,
1992-03-27,,,
1992-03-28,,,
1992-03-29,,,
1992-03-30,,,
1992-03-31,,,
1992-04-01,5.0,7.3896,10.7
1992-04-02,,,
1992-04-03,5.0,7.9406,10.2
1992-04-04,8.2,10.1427,12.1
1992-04-05,7.9,9.9563,11.3
1992-04-06,8.3,9.3021,11.9
1992-04-07,7.7,10.8646,15.1
1992-04-08,8.3,11.9781,16.1
1992-04-09,7.0,11.4375,15.7
1992-04-10,4.2,10.7135,18.1
1992-04-11,4.1,10.0667,16.2
1992-04-12,5.3,11.8938,18.4
1992-04-13,6.0,11.5469,16.8
1992-04-14,3.8,10.7906,17.0
1992-04-15,5.6,8.7948,11.2
1992-04-16,3.0,7.5865,11.9
1992-04-17,4.4,9.2448,13.7
1992-04-18,2.9,8.949,15.4
1992-04-19,3.1,12.6813,20.9
1992-04-20,7.9,14.2125,19.8
1992-04-21,8.7,12.9917,17.8
1992-04-22,4.5,12.1135,17.8
1992-04-23,10.3,11.9354,14.3
1992-04-24,11.0,15.1198,20.4
1992-04-25,9.4,15.65,21.2
1992-04-26,10.8,16.7198,23.1
1992-04-27,13.6,17.724,23.3
1992-04-28,13.7,18.0063,23.0
1992-04-29,9.8,13.8917,17.2
1992-04-30,9.7,12.4531,16.5
1992-05-01,11.2,13.8708,18.0
1992-05-02,10.5,14.275,18.4
1992-05-03,9.3,18.2458,25.9
1992-05-04,13.7,19.3281,24.9
1992-05-05,12.0,18.5552,24.9
1992-05-06,13.1,19.9448,25.8
1992-05-07,13.2,19.6823,25.0
1992-05-08,11.5,19.1219,26.3
1992-05-09,12.1,19.6708,26.7
1992-05-10,12.6,19.2688,25.6
1992-05-11,13.7,19.076,24.3
1992-05-12,13.3,18.6323,24.2
1992-05-13,10.4,19.8833,27.5
1992-05-14,13.9,21.6563,28.4
1992-05-15,16.5,22.3063,28.2
1992-05-16,16.2,22.7292,29.0
1992-05-17,14.9,21.774,30.3
1992-05-18,15.7,19.9313,25.7
1992-05-19,14.1,17.1906,20.5
1992-05-20,10.7,14.1125,17.2
1992-05-21,9.8,15.2792,21.7
1992-05-22,,,
1992-05-23,,,
1992-05-24,,,
1992-05-25,,,
1992-05-26,,,
1992-05-27,,,
1992-05-28,,,
1992-05-29,,,
1992-05-30,,,
1992-05-31,,,
1992-06-01,,,
1992-06-02,,,
1992-06-03,,,
1992-06-04,12.8,18.1219,23.5
1992-06-05,12.1,17.0896,23.1
1992-06-06,10.9,16.1333,21.2
1992-06-07,9.7,15.1229,21.0
1992-06-08,12.2,15.2354,20.6
1992-06-09,10.9,17.5615,22.7
1992-06-10,13.1,16.1885,21.8
1992-06-11,11.6,16.3719,22.6
1992-06-12,12.9,16.75,22.3
1992-06-13,13.9,18.4188,25.5
1992-06-14,13.7,20.3063,26.2
1992-06-15,14.9,21.6865,27.6
1992-06-16,13.1,21.5708,27.8
1992-06-17,17.6,22.6135,29.6
1992-06-18,16.8,20.8885,27.7
1992-06-19,15.7,17.2979,20.1
1992-06-20,15.2,19.6427,25.4
1992-06-21,12.3,19.1344,26.1
1992-06-22,,,
1992-06-23,,,
1992-06-24,,,
1992-06-25,,,
1992-06-26,,,
1992-06-27,17.1,21.1615,26.4
1992-06-28,16.4,21.1542,27.4
1992-06-29,16.1,21.8292,28.5
1992-06-30,13.4,21.4125,28.3
1992-07-01,13.1,20.6906,28.0
1992-07-02,16.0,20.2073,26.2
1992-07-03,13.7,21.6167,29.7
1992-07-04,14.7,20.9792,27.6
1992-07-05,11.8,16.1177,21.7
1992-07-06,11.1,17.6521,24.5
1992-07-07,14.3,19.4115,26.7
1992-07-08,14.9,20.801,28.1
1992-07-09,15.6,21.0927,27.3
1992-07-10,13.4,20.1813,26.5
1992-07-11,12.8,16.001,18.2
1992-07-12,12.1,19.5375,27.1
1992-07-13,13.7,20.7854,29.2
1992-07-14,14.5,21.925,28.7
1992-07-15,17.2,23.5344,30.3
1992-07-16,16.1,23.025,30.5
1992-07-17,14.5,22.3646,29.4
1992-07-18,16.9,24.1094,31.4
1992-07-19,19.3,25.2198,32.0
1992-07-20,19.9,24.9333,31.1
1992-07-21,17.5,24.3958,31.5
1992-07-22,17.1,24.2,31.7
1992-07-23,17.3,25.8542,33.1
1992-07-24,18.7,25.9771,32.0
1992-07-25,20.3,25.3969,32.0
1992-07-26,20.2,25.9802,32.0
1992-07-27,21.1,27.0813,34.2
1992-07-28,21.9,26.2948,31.9
1992-07-29,19.9,24.9125,31.2
1992-07-30,18.8,25.2979,32.1
1992-07-31,20.0,26.7042,33.4
1992-08-01,20.8,26.9979,34.1
1992-08-02,18.2,26.1094,34.5
1992-08-03,20.8,27.5698,35.9
1992-08-04,20.2,26.0844,33.7
1992-08-05,18.6,25.8042,33.2
1992-08-06,20.0,27.0573,33.7
1992-08-07,19.7,27.4563,35.6
1992-08-08,17.1,27.1938,35.0
1992-08-09,19.1,26.7052,34.2
1992-08-10,18.2,22.7552,29.7
1992-08-11,15.7,22.35,30.2
1992-08-12,16.6,23.8448,32.1
1992-08-13,15.9,23.5302,30.9
1992-08-14,17.9,23.7656,30.6
1992-08-15,16.4,21.0104,27.4
1992-08-16,16.4,22.5854,29.4
1992-08-17,16.3,23.6833,31.8
1992-08-18,17.4,24.8229,32.9
1992-08-19,17.3,26.3354,35.7
1992-08-20,16.9,26.6396,35.2
1992-08-21,16.6,25.4573,33.2
1992-08-22,18.0,24.4021,32.2
1992-08-23,18.6,23.5583,29.9
1992-08-24,18.8,24.6104,30.5
1992-08-25,18.3,24.8073,31.0
1992-08-26,20.0,25.4469,32.1
1992-08-27,18.9,25.4896,31.3
1992-08-28,20.1,26.0771,32.0
1992-08-29,19.8,25.6531,31.4
1992-08-30,17.0,20.9333,25.7
1992-08-31,15.4,19.9583,26.0
1992-09-01,13.6,20.024,25.6
1992-09-02,10.4,18.2594,24.5
1992-09-03,12.4,18.7167,25.3
1992-09-04,10.0,17.5531,24.6
1992-09-05,10.1,17.4927,22.6
1992-09-06,9.0,17.0,22.9
1992-09-07,7.5,15.9188,23.8
1992-09-08,9.7,18.0719,25.3
1992-09-09,15.6,19.3104,24.9
1992-09-10,16.8,18.7167,21.6
1992-09-11,13.6,20.274,26.5
1992-09-12,14.3,21.5948,29.3
1992-09-13,13.8,21.4563,28.6
1992-09-14,13.4,19.7104,25.7
1992-09-15,13.4,20.4552,27.3
1992-09-16,16.3,21.4427,27.1
1992-09-17,14.3,20.8781,27.7
1992-09-18,15.4,20.8594,27.1
1992-09-19,12.9,20.2792,26.5
1992-09-20,14.5,19.5677,25.5
1992-09-21,13.4,19.1146,25.5
1992-09-22,13.7,20.1771,25.9
1992-09-23,15.0,19.0552,24.5
1992-09-24,14.7,16.875,19.6
1992-09-25,13.3,18.2313,23.7
1992-09-26,13.0,17.2177,23.4
1992-09-27,11.7,17.7063,23.3
1992-09-28,14.2,17.7969,22.5
1992-09-29,10.7,14.8771,20.3
1992-09-30,9.3,15.1563,22.5
1992-10-01,12.4,16.8271,21.5
1992-10-02,13.7,16.3188,20.1
1992-10-03,12.5,13.6448,15.6
1992-10-04,12.6,13.9385,15.4
1992-10-05,12.8,15.3854,18.5
1992-10-06,13.1,14.7417,18.1
1992-10-07,10.5,14.65,21.3
1992-10-08,10.5,15.3208,21.8
1992-10-09,10.2,14.7854,20.3
1992-10-10,12.3,14.3854,16.3
1992-10-11,11.1,14.5792,17.6
1992-10-12,11.7,12.9177,14.2
1992-10-13,6.2,10.1094,14.3
1992-10-14,5.5,8.7688,14.1
1992-10-15,3.1,9.6094,15.2
1992-10-16,8.7,11.649,14.5
1992-10-17,10.7,11.8208,13.0
1992-10-18,4.4,11.8438,17.1
1992-10-19,2.2,7.9177,13.8
1992-10-20,6.2,8.4938,10.9
1992-10-21,8.9,9.7896,11.3
1992-10-22,3.6,9.1427,13.4
1992-10-23,3.1,8.326,13.3
1992-10-24,3.3,7.7146,13.5
1992-10-25,1.7,7.2865,14.0
1992-10-26,4.8,10.0052,18.1
1992-10-27,5.8,11.149,17.6
1992-10-28,9.2,11.0188,15.1
1992-10-29,10.1,11.7031,15.2
1992-10-30,9.5,10.675,12.3
1992-10-31,10.4,12.1156,15.5
1992-11-01,10.4,11.5656,13.6
1992-11-02,8.8,13.6615,19.1
1992-11-03,12.3,13.1458,14.1
1992-11-04,11.1,12.6458,15.2
1992-11-05,9.1,12.2573,18.3
1992-11-06,6.6,10.7656,17.1
1992-11-07,3.9,7.4292,9.2
1992-11-08,7.0,9.5052,12.3
1992-11-09,6.8,10.3302,14.5
1992-11-10,6.9,9.5302,10.9
1992-11-11,4.2,7.7427,11.3
1992-11-12,4.5,8.9917,13.5
1992-11-13,1.2,5.0156,8.9
1992-11-14,1.2,6.9125,13.4
1992-11-15,2.1,5.5531,9.3
1992-11-16,5.0,7.224,8.9
1992-11-17,4.3,6.6177,8.5
1992-11-18,0.3,5.4375,11.5
1992-11-19,0.0,4.2427,9.4
1992-11-20,0.1,4.7427,11.7
1992-11-21,1.4,5.8802,11.9
1992-11-22,0.6,5.3271,11.3
1992-11-23,3.3,8.1563,15.3
1992-11-24,3.4,8.0833,12.1
1992-11-25,5.1,7.3823,9.9
1992-11-26,3.6,7.501,10.1
1992-11-27,4.2,8.8375,15.2
1992-11-28,1.4,6.6833,10.7
1992-11-29,0.0,5.0948,8.5
1992-11-30,1.9,7.0167,12.8
1992-12-01,6.9,8.1406,10.1
1992-12-02,7.2,7.7885,8.8
1992-12-03,7.8,8.825,9.8
1992-12-04,6.1,8.6438,11.0
1992-12-05,6.4,8.9125,11.4
1992-12-06,3.1,8.5792,11.5
1992-12-07,-0.5,3.3427,6.3
1992-12-08,3.3,6.3677,8.0
1992-12-09,6.1,7.1438,8.4
1992-12-10,5.3,7.0719,11.1
1992-12-11,0.6,5.3865,9.3
1992-12-12,-0.9,1.2792,5.0
1992-12-13,-0.4,2.85,9.7
1992-12-14,-4.0,1.1917,7.1
1992-12-15,-3.2,0.1635,5.3
1992-12-16,-4.0,2.1313,6.1
1992-12-17,0.6,4.149,9.0
1992-12-18,-1.7,2.449,8.7
1992-12-19,-2.3,1.5427,6.7
1992-12-20,-2.0,-0.6656,1.4
1992-12-21,-2.9,0.6594,4.1
1992-12-22,-0.6,3.8979,10.2
1992-12-23,0.0,4.2438,9.5
1992-12-24,-0.8,1.8927,5.5
1992-12-25,-3.7,-0.1833,4.7
1992-12-26,-5.7,-1.8792,3.7
1992-12-27,-5.1,-0.1917,6.2
1992-12-28,-5.5,-0.6323,5.0
1992-12-29,-7.6,-1.7313,5.5
1992-12-30,-4.9,0.6094,8.4
1992-12-31,-3.7,1.049,8.5
1993-01-01,-6.1,-1.5917,4.2
1993-01-02,-7.1,-4.5115,-1.6
1993-01-03,-3.8,-1.4708,2.2
1993-01-04,-5.6,-2.1646,2.0
1993-01-05,-7.1,-1.5167,6.3
1993-01-06,-4.5,1.9531,10.3
1993-01-07,-1.8,1.9104,6.7
1993-01-08,-0.3,4.5406,12.2
1993-01-09,-1.1,4.8656,12.0
1993-01-10,-1.9,2.7052,8.1
1993-01-11,0.9,3.0313,6.0
1993-01-12,2.4,3.9188,6.0
1993-01-13,2.5,5.0021,7.5
1993-01-14,3.1,5.7219,7.5
1993-01-15,3.5,7.4083,13.9
1993-01-16,-1.8,2.0031,3.9
1993-01-17,2.0,2.6771,3.3
1993-01-18,2.3,3.5156,5.1
1993-01-19,-1.3,3.5844,10.5
1993-01-20,-3.8,1.0365,7.2
1993-01-21,-3.9,-1.1281,1.4
1993-01-22,-3.3,-1.6083,0.7
1993-01-23,0.6,2.8802,6.7
1993-01-24,3.2,3.7156,4.3
1993-01-25,-0.2,3.3958,6.2
1993-01-26,-1.8,3.8042,9.7
1993-01-27,-3.3,1.3938,7.4
1993-01-28,-1.8,3.45,9.4
1993-01-29,-0.1,4.1396,9.2
1993-01-30,-0.2,3.3885,5.0
1993-01-31,-3.8,0.2438,6.2
1993-02-01,-3.8,2.2833,11.1
1993-02-02,-2.4,3.9844,12.2
1993-02-03,-1.1,7.0323,19.1
1993-02-04,-0.4,7.6188,15.3
1993-02-05,-0.9,5.1104,11.7
1993-02-06,-1.5,4.024,10.7
1993-02-07,-1.5,6.0281,14.6
1993-02-08,-0.9,5.4396,12.2
1993-02-09,-0.7,4.4479,11.2
1993-02-10,-4.9,3.2208,11.0
1993-02-11,-2.3,5.1375,14.8
1993-02-12,0.7,5.8167,12.9
1993-02-13,-0.6,5.6729,13.2
1993-02-14,-1.6,5.6604,16.3
1993-02-15,-1.3,3.4052,8.1
1993-02-16,-0.3,2.826,4.7
1993-02-17,-4.0,-0.199,5.8
1993-02-18,-5.3,1.9729,9.9
1993-02-19,-0.1,3.1052,6.2
1993-02-20,0.3,8.0615,15.1
1993-02-21,-1.8,4.876,11.5
1993-02-22,0.9,4.7542,8.0
1993-02-23,-0.5,2.1865,5.6
1993-02-24,-4.7,1.5594,7.1
1993-02-25,-4.8,2.0906,9.8
1993-02-26,-4.6,1.7021,8.0
1993-02-27,1.0,4.7073,9.7
1993-02-28,1.6,3.7198,5.7
1993-03-01,3.3,5.6542,8.1
1993-03-02,2.9,4.7,5.9
1993-03-03,0.7,5.8854,9.7
1993-03-04,0.6,3.5646,6.2
1993-03-05,-3.0,1.5188,5.9
1993-03-06,-3.1,1.8688,8.0
1993-03-07,-3.1,3.2781,10.6
1993-03-08,0.1,4.3208,9.6
1993-03-09,-1.9,4.9583,11.9
1993-03-10,-0.7,6.1073,13.8
1993-03-11,-0.3,5.6635,12.2
1993-03-12,0.4,6.8781,12.6
1993-03-13,2.2,5.3333,10.5
1993-03-14,1.6,6.0292,11.1
1993-03-15,1.0,5.9292,11.4
1993-03-16,1.7,8.2125,15.4
1993-03-17,3.9,9.1521,15.4
1993-03-18,6.3,13.2542,21.3
1993-03-19,6.5,13.5573,22.7
1993-03-20,4.7,13.8833,22.7
1993-03-21,6.0,12.6479,18.9
1993-03-22,7.2,11.2,14.9
1993-03-23,9.5,12.0458,15.1
1993-03-24,7.2,9.15,10.8
1993-03-25,4.0,6.0833,7.3
1993-03-26,0.0,5.999,11.0
1993-03-27,4.2,7.1198,11.8
1993-03-28,3.4,6.4885,10.3
1993-03-29,-0.9,6.0833,11.3
1993-03-30,-2.9,4.9229,11.9
1993-03-31,-0.5,6.5333,13.8
1993-04-01,-0.2,7.924,14.0
1993-04-02,5.1,9.0635,13.4
1993-04-03,6.6,8.3979,10.6
1993-04-04,4.6,8.701,13.2
1993-04-05,6.0,10.3854,16.0
1993-04-06,3.9,10.2833,16.3
1993-04-07,5.2,11.4854,17.4
1993-04-08,4.2,10.974,16.5
1993-04-09,7.0,11.7063,17.0
1993-04-10,6.0,8.7125,12.8
1993-04-11,6.7,9.226,12.3
1993-04-12,6.7,9.2583,12.0
1993-04-13,6.3,8.3115,10.2
1993-04-14,5.7,10.4635,15.6
1993-04-15,6.2,10.1708,14.3
1993-04-16,3.5,10.8625,17.8
1993-04-17,7.1,11.349,17.1
1993-04-18,6.3,12.2802,18.8
1993-04-19,6.6,11.8521,16.5
1993-04-20,6.0,13.8563,19.8
1993-04-21,10.3,14.9365,21.2
1993-04-22,8.1,15.1281,22.7
1993-04-23,7.9,15.0083,21.2
1993-04-24,7.8,14.9938,21.3
1993-04-25,8.7,14.2833,19.0
1993-04-26,11.5,15.9188,21.8
1993-04-27,9.3,17.4104,26.0
1993-04-28,13.0,16.7302,21.8
1993-04-29,13.3,17.9906,24.7
1993-04-30,12.1,14.7948,19.6
1993-05-01,9.8,14.3271,19.5
1993-05-02,8.3,15.0271,22.2
1993-05-03,9.9,16.0573,23.5
1993-05-04,9.8,17.6448,25.9
1993-05-05,12.3,16.7938,24.0
1993-05-06,13.3,15.7479,21.0
1993-05-07,12.9,16.8458,22.7
1993-05-08,12.7,16.8646,24.2
1993-05-09,13.6,18.4656,24.6
1993-05-10,13.3,19.3542,26.2
1993-05-11,14.7,19.0646,24.3
1993-05-12,14.9,17.4958,23.5
1993-05-13,12.4,15.8823,21.1
1993-05-14,12.0,17.7292,24.2
1993-05-15,11.2,17.7115,25.6
1993-05-16,13.7,18.1802,25.1
1993-05-17,12.8,19.9271,26.9
1993-05-18,12.3,20.299,27.6
1993-05-19,12.7,20.4823,27.9
1993-05-20,16.3,21.6594,27.6
1993-05-21,13.0,17.9552,23.5
1993-05-22,8.5,17.524,25.1
1993-05-23,10.4,19.2521,26.4
1993-05-24,13.5,20.9375,27.3
1993-05-25,15.3,22.7927,29.7
1993-05-26,15.7,23.1708,30.3
1993-05-27,17.3,22.0385,26.9
1993-05-28,13.0,20.7833,26.7
1993-05-29,13.0,21.1271,28.2
1993-05-30,15.1,21.4677,28.8
1993-05-31,12.7,20.8521,27.0
1993-06-01,16.4,22.951,29.2
1993-06-02,14.9,19.6479,29.3
1993-06-03,13.9,15.4292,16.8
1993-06-04,12.6,19.1177,26.3
1993-06-05,13.6,22.749,30.0
1993-06-06,15.2,23.9792,30.4
1993-06-07,16.5,24.375,31.9
1993-06-08,17.3,24.499,30.9
1993-06-09,19.5,24.7208,30.7
1993-06-10,18.5,23.4875,29.3
1993-06-11,16.6,22.776,28.8
1993-06-12,15.7,19.5958,25.8
1993-06-13,13.2,16.3885,20.9
1993-06-14,13.0,19.4458,26.2
1993-06-15,16.0,19.85,26.1
1993-06-16,13.5,21.2667,27.6
1993-06-17,16.9,21.0583,27.5
1993-06-18,15.3,20.949,27.6
1993-06-19,13.7,22.199,30.0
1993-06-20,15.9,23.1635,29.8
1993-06-21,17.0,21.4792,27.1
1993-06-22,18.5,22.4563,28.3
1993-06-23,17.0,21.7115,28.5
1993-06-24,15.9,20.7677,28.5
1993-06-25,15.1,20.4917,26.4
1993-06-26,16.2,21.4948,26.8
1993-06-27,15.5,21.9906,27.3
1993-06-28,19.2,23.0052,27.7
1993-06-29,14.7,18.2927,21.8
1993-06-30,15.4,21.6531,28.1
1993-07-01,17.2,22.3885,29.4
1993-07-02,16.5,21.9781,28.8
1993-07-03,16.4,22.8833,29.2
1993-07-04,17.4,24.5906,31.2
1993-07-05,20.0,25.0344,31.1
1993-07-06,15.6,21.6146,29.7
1993-07-07,13.8,19.1563,23.0
1993-07-08,15.2,20.8156,26.9
1993-07-09,14.1,21.3302,28.7
1993-07-10,16.9,19.8521,24.5
1993-07-11,16.9,20.2271,24.9
1993-07-12,11.4,17.8063,22.1
1993-07-13,12.1,17.9438,24.4
1993-07-14,11.8,18.7406,24.2
1993-07-15,13.5,20.8667,27.1
1993-07-16,17.5,22.7417,29.2
1993-07-17,17.1,23.6823,29.9
1993-07-18,20.5,24.9479,30.3
1993-07-19,18.8,22.9802,29.2
1993-07-20,17.2,21.8396,27.8
1993-07-21,13.8,18.6875,25.0
1993-07-22,13.5,18.5635,26.3
